game_pk,game_date,season,home_team,away_team,game_start,start_hour,home_runs_scored,away_runs_scored,total_runs,home_runs_hit,strikeouts,walks,hits,total_pitches,avg_exit_velocity,n_barrels,n_bbe,barrel_rate,hr_h_ratio,temp_f,temp_c,rhum,pres,prcp,wspd,wspd_mph,wdir,wind_dir_bucket,wind_cf,wind_lcf,wind_rcf
747028,2024-06-12,2024,BAL,ATL,2024-06-12 18:35:00,18.0,4,2,6,2,14,2,16,257,82.1,3,53,0.0566,0.125,75.7,24.3,51.3,1013.6,0.0,7.2,4.5,141.3,SE,3.48,5.44,1.11
746948,2024-06-12,2024,BOS,PHI,2024-06-12 19:10:00,19.0,8,6,14,1,14,13,22,319,82.2,3,55,0.0545,0.0455,66.4,19.1,85.7,1013.0,0.0,9.1,5.7,185.5,S,7.05,8.61,4.64
746701,2024-06-12,2024,CIN,CLE,2024-06-12 19:10:00,19.0,4,2,6,2,21,6,13,286,80.9,1,42,0.0238,0.1538,74.1,23.4,53.0,996.3,0.0,5.9,3.6,196.8,S,-0.58,1.45,-2.54
746462,2024-06-12,2024,DET,WSH,2024-06-12 18:40:00,18.0,5,7,12,3,14,6,25,311,84.2,1,64,0.0156,0.12,77.9,25.5,48.3,989.7,0.0,18.7,11.6,186.3,S,-16.41,-12.33,-18.51
746294,2024-06-12,2024,KC,NYY,2024-06-12 19:10:00,19.0,5,11,16,3,10,10,22,315,86.5,3,63,0.0476,0.1364,78.6,25.9,58.0,980.3,0.0,14.9,9.2,179.7,S,10.45,13.44,6.2
746137,2024-06-12,2024,LAD,TEX,2024-06-12 19:10:00,19.0,2,3,5,2,12,6,15,308,83.2,5,54,0.0926,0.1333,62.1,16.7,77.7,993.6,0.0,10.7,6.7,244.0,SW,8.04,5.12,9.99
745978,2024-06-12,2024,MIL,TOR,2024-06-12 13:10:00,13.0,5,4,9,2,16,7,18,267,82.1,4,51,0.0784,0.1111,86.2,30.1,32.7,988.3,0.0,12.7,7.9,219.3,SW,-1.26,3.15,-5.52
745896,2024-06-12,2024,MIN,COL,2024-06-12 12:10:00,12.0,17,9,26,3,12,5,36,354,83.0,8,72,0.1111,0.0833,80.2,26.8,60.7,976.9,0.5,21.2,13.2,201.0,S,7.6,13.91,0.38
745811,2024-06-12,2024,NYM,MIA,2024-06-12 19:10:00,19.0,10,4,14,3,13,4,23,295,81.9,3,62,0.0484,0.1304,65.5,18.6,82.3,1015.7,0.0,10.7,6.6,179.7,S,9.86,10.69,7.85
745405,2024-06-12,2024,SD,ATH,2024-06-12 13:10:00,13.0,5,4,9,4,28,6,16,321,81.4,4,41,0.0976,0.25,71.8,22.1,56.7,1013.5,0.0,15.9,9.9,262.7,W,2.03,-3.48,7.29
745246,2024-06-12,2024,SEA,CWS,2024-06-12 18:40:00,18.0,2,1,3,2,22,6,9,285,79.9,3,42,0.0714,0.2222,58.4,14.7,56.0,1020.6,0.0,16.4,10.2,357.7,N,-11.09,-14.54,-6.31
745328,2024-06-12,2024,SF,HOU,2024-06-12 12:45:00,12.0,5,3,8,1,14,3,19,241,81.2,7,53,0.1321,0.0526,65.4,18.5,57.0,1011.3,0.0,31.1,19.3,227.7,SW,22.99,28.77,14.44
745171,2024-06-12,2024,STL,PIT,2024-06-12 18:45:00,18.0,4,2,6,1,25,2,17,249,82.2,2,42,0.0476,0.0588,80.1,26.7,54.3,995.8,0.0,9.5,5.9,179.0,S,6.6,8.54,3.86
745079,2024-06-12,2024,TB,CHC,2024-06-12 18:50:00,18.0,3,4,7,4,17,5,16,293,83.3,5,53,0.0943,0.25,81.5,27.5,77.7,1009.4,1.5,8.4,5.2,296.0,NW,2.72,-0.15,5.26
747192,2024-06-13,2024,AZ,LAA,2024-06-13 18:40:00,18.0,11,1,12,3,13,10,15,292,85.2,4,50,0.08,0.2,103.9,40.0,7.3,969.4,0.0,10.5,6.5,350.3,N,-10.35,-10.33,-9.12
747026,2024-06-13,2024,BAL,ATL,2024-06-13 13:05:00,13.0,3,6,9,1,19,3,18,297,83.2,5,55,0.0909,0.0556,86.2,30.1,49.3,1012.9,0.1,14.9,9.2,170.7,S,12.63,14.55,9.19
746944,2024-06-13,2024,BOS,PHI,2024-06-13 19:10:00,19.0,9,3,12,1,20,4,24,306,83.0,6,52,0.1154,0.0417,72.4,22.4,65.7,1012.6,0.0,18.2,11.3,213.7,SW,17.85,17.99,15.55
746465,2024-06-13,2024,DET,WSH,2024-06-13 13:10:00,13.0,7,2,9,1,14,5,15,288,81.7,4,49,0.0816,0.0667,87.4,30.8,37.7,988.2,0.0,29.9,18.6,223.4,SW,-12.22,-2.14,-20.83
746299,2024-06-13,2024,KC,NYY,2024-06-13 13:10:00,13.0,4,3,7,1,11,6,14,264,83.3,0,53,0.0,0.0714,94.0,34.5,47.3,979.1,0.0,19.6,12.2,203.3,SW,18.22,19.59,14.64
746136,2024-06-13,2024,LAD,TEX,2024-06-13 19:10:00,19.0,1,3,4,1,16,8,12,281,82.4,1,45,0.0222,0.0833,60.6,15.9,84.0,995.1,0.0,7.1,4.4,193.6,S,6.98,6.93,6.19
745894,2024-06-13,2024,MIN,ATH,2024-06-13 18:40:00,18.0,6,2,8,2,10,3,17,277,81.6,1,57,0.0175,0.1176,71.6,22.0,60.0,981.2,0.0,6.8,4.2,206.3,SW,3.0,4.89,0.74
745809,2024-06-13,2024,NYM,MIA,2024-06-13 19:10:00,19.0,3,2,5,3,14,7,11,275,82.9,3,44,0.0682,0.2727,69.7,21.0,70.0,1014.3,0.0,23.5,14.6,184.7,S,22.34,23.45,18.53
745245,2024-06-13,2024,SEA,CWS,2024-06-13 18:40:00,18.0,2,3,5,4,23,5,11,295,84.2,6,47,0.1277,0.3636,61.5,16.4,58.3,1015.7,0.0,14.3,8.9,28.4,NE,-13.67,-14.24,-11.45
745168,2024-06-13,2024,STL,PIT,2024-06-13 13:15:00,13.0,4,3,7,2,15,5,15,273,81.8,1,50,0.02,0.1333,93.1,34.0,37.3,994.7,0.0,17.3,10.7,196.3,S,15.15,17.07,11.4
745075,2024-06-13,2024,TB,CHC,2024-06-13 18:50:00,18.0,3,2,5,0,18,5,10,262,78.9,1,44,0.0227,0.0,76.9,24.9,89.0,1010.1,7.1,8.1,5.0,80.2,E,-6.59,-4.61,-7.79
747112,2024-06-14,2024,ATL,TB,2024-06-14 19:20:00,19.0,7,3,10,2,17,4,20,302,83.6,3,54,0.0556,0.1,85.0,29.5,48.0,977.1,0.0,7.3,4.5,350.9,N,7.1,6.1,7.25
747191,2024-06-14,2024,AZ,CWS,2024-06-14 18:40:00,18.0,7,1,8,2,15,4,18,270,82.0,3,52,0.0577,0.1111,101.8,38.8,6.7,967.3,0.0,3.2,2.0,176.8,S,3.16,3.03,2.91
747025,2024-06-14,2024,BAL,PHI,2024-06-14 19:05:00,19.0,3,5,8,3,22,6,15,303,83.2,9,57,0.1579,0.2,75.7,24.3,71.7,1009.7,6.2,8.4,5.2,350.3,N,-7.1,-8.21,-5.14
746947,2024-06-14,2024,BOS,NYY,2024-06-14 18:30:00,18.0,1,8,9,2,25,11,15,353,80.9,4,44,0.0909,0.1333,72.1,22.3,88.3,1008.9,0.2,13.9,8.6,223.0,SW,13.89,13.22,12.89
746869,2024-06-14,2024,CHC,STL,2024-06-14 13:20:00,13.0,0,3,3,1,15,4,12,267,82.7,2,50,0.04,0.0833,68.2,20.1,76.3,994.5,0.0,20.0,12.4,20.0,N,-18.13,-19.92,-14.14
746545,2024-06-14,2024,COL,PIT,2024-06-14 18:40:00,18.0,2,5,7,4,19,5,18,285,85.5,4,48,0.0833,0.2222,76.4,24.7,33.0,842.8,0.0,12.0,7.5,69.6,E,-4.2,-0.09,-7.8
746378,2024-06-14,2024,HOU,DET,2024-06-14 19:10:00,19.0,4,0,4,1,14,1,11,222,80.3,2,46,0.0435,0.0909,83.6,28.7,72.7,1009.6,0.0,10.7,6.6,141.0,SE,10.26,10.68,8.6
746134,2024-06-14,2024,LAD,KC,2024-06-14 19:10:00,19.0,4,3,7,3,10,3,13,239,85.5,3,51,0.0588,0.2308,65.5,18.6,68.7,991.8,0.0,5.3,3.3,200.4,S,5.33,5.08,4.94
745979,2024-06-14,2024,MIL,CIN,2024-06-14 19:10:00,19.0,5,6,11,3,15,10,18,326,84.1,3,57,0.0526,0.1667,61.3,16.3,56.0,995.9,0.0,10.5,6.5,24.0,NE,3.77,0.18,6.91
745892,2024-06-14,2024,MIN,ATH,2024-06-14 19:10:00,19.0,6,5,11,2,14,10,15,303,84.4,8,55,0.1455,0.1333,67.9,19.9,77.0,986.8,0.0,4.5,2.8,132.6,SE,-3.31,-2.07,-4.16
745810,2024-06-14,2024,NYM,SD,2024-06-14 19:10:00,19.0,2,1,3,1,14,5,9,277,80.2,3,42,0.0714,0.1111,69.1,20.6,90.7,1010.4,5.2,8.4,5.2,178.2,S,7.69,8.41,6.03
745247,2024-06-14,2024,SEA,TEX,2024-06-14 19:10:00,19.0,3,2,5,1,17,6,13,269,82.6,5,45,0.1111,0.0769,56.5,13.6,75.3,1016.8,0.2,17.3,10.7,183.0,S,12.85,16.04,8.12
745326,2024-06-14,2024,SF,LAA,2024-06-14 19:15:00,19.0,6,8,14,2,10,13,21,341,81.9,5,63,0.0794,0.0952,59.8,15.4,61.7,1014.6,0.0,17.5,10.9,272.0,W,17.52,16.26,16.68
744924,2024-06-14,2024,TOR,CLE,2024-06-14 19:07:00,19.0,1,3,4,1,15,4,12,273,79.3,2,46,0.0435,0.0833,64.6,18.1,53.7,1004.9,0.0,18.1,11.3,339.0,N,-16.93,-18.13,-13.69
744847,2024-06-14,2024,WSH,MIA,2024-06-14 18:45:00,18.0,8,1,9,1,15,4,19,253,81.4,2,55,0.0364,0.0526,80.5,26.9,57.0,1008.5,1.6,10.2,6.4,2.2,N,-9.6,-10.23,-7.81
747113,2024-06-15,2024,ATL,TB,2024-06-15 16:10:00,16.0,9,2,11,5,18,11,17,317,85.2,7,46,0.1522,0.2941,91.8,33.2,40.3,978.1,0.6,9.7,6.0,115.9,SE,-7.27,-9.05,-4.62
747187,2024-06-15,2024,AZ,CWS,2024-06-15 19:10:00,19.0,2,9,11,4,18,5,22,324,80.7,4,58,0.069,0.1818,103.5,39.7,8.0,964.2,0.0,16.1,10.0,276.4,W,-1.79,-7.15,3.79
747024,2024-06-15,2024,BAL,PHI,2024-06-15 16:05:00,16.0,6,2,8,3,17,5,18,263,85.7,3,51,0.0588,0.1667,83.6,28.7,29.3,1014.9,0.0,13.7,8.5,9.0,N,-13.35,-13.65,-11.45
746946,2024-06-15,2024,BOS,NYY,2024-06-15 19:15:00,19.0,8,4,12,1,21,11,18,347,81.8,5,48,0.1042,0.0556,64.2,17.9,54.0,1016.8,0.0,11.4,7.1,345.3,N,-5.77,-8.8,-2.05
746865,2024-06-15,2024,CHC,STL,2024-06-15 13:20:00,13.0,5,1,6,1,13,5,13,262,82.5,1,49,0.0204,0.0769,79.2,26.2,57.7,995.8,0.0,21.9,13.6,122.0,SE,-4.92,2.66,-11.91
746547,2024-06-15,2024,COL,PIT,2024-06-15 19:10:00,19.0,16,4,20,5,15,7,26,297,84.8,9,61,0.1475,0.1923,75.6,24.2,35.3,838.7,0.0,6.5,4.0,312.9,NW,-4.42,-5.78,-2.52
746381,2024-06-15,2024,HOU,DET,2024-06-15 15:10:00,15.0,5,13,18,6,20,8,29,358,84.1,7,62,0.1129,0.2069,89.1,31.7,54.3,1008.1,0.0,19.9,12.4,130.7,SE,17.79,19.79,13.64
746135,2024-06-15,2024,LAD,KC,2024-06-15 18:10:00,18.0,2,7,9,1,15,9,13,304,82.8,1,50,0.02,0.0769,71.3,21.8,47.3,988.3,0.0,11.1,6.9,169.0,S,9.28,10.83,6.62
745976,2024-06-15,2024,MIL,CIN,2024-06-15 15:10:00,15.0,3,1,4,1,15,6,9,262,83.1,1,43,0.0233,0.1111,72.7,22.6,54.3,993.4,0.0,18.8,11.7,132.3,SE,-18.81,-17.98,-17.38
745805,2024-06-15,2024,NYM,SD,2024-06-15 16:10:00,16.0,5,1,6,3,18,8,12,291,82.9,5,45,0.1111,0.25,78.4,25.8,34.7,1015.6,0.0,15.2,9.4,341.0,N,-11.36,-14.11,-7.24
745241,2024-06-15,2024,SEA,TEX,2024-06-15 16:15:00,16.0,7,5,12,2,21,11,16,305,80.5,2,45,0.0444,0.125,55.9,13.3,67.3,1018.1,1.2,9.8,6.1,245.7,SW,9.17,7.43,9.8
745329,2024-06-15,2024,SF,LAA,2024-06-15 13:05:00,13.0,3,4,7,3,18,6,16,305,81.9,4,50,0.08,0.1875,73.1,22.8,38.0,1012.4,0.0,29.9,18.6,278.0,W,29.61,26.4,29.25
744925,2024-06-15,2024,TOR,CLE,2024-06-15 15:07:00,15.0,5,0,5,0,6,5,15,261,79.8,0,56,0.0,0.0,70.4,21.3,43.3,1010.2,0.0,2.7,1.7,83.3,E,-0.31,0.62,-1.21
744846,2024-06-15,2024,WSH,MIA,2024-06-15 16:05:00,16.0,4,0,4,2,20,1,13,249,79.7,3,43,0.0698,0.1538,84.5,29.2,32.0,1014.7,0.0,7.3,4.5,355.9,N,-6.5,-7.22,-5.0
747109,2024-06-16,2024,ATL,TB,2024-06-16 13:35:00,13.0,6,8,14,6,22,7,17,284,80.8,4,44,0.0909,0.3529,93.9,34.4,36.3,981.9,0.0,12.9,8.0,137.0,SE,-12.08,-12.9,-9.81
747189,2024-06-16,2024,AZ,CWS,2024-06-16 13:10:00,13.0,12,5,17,1,17,11,20,289,79.5,3,51,0.0588,0.05,107.8,42.1,6.7,964.0,0.0,16.1,10.0,232.4,SW,9.8,4.86,13.56
747023,2024-06-16,2024,BAL,PHI,2024-06-16 13:35:00,13.0,8,3,11,4,23,6,20,290,84.9,5,51,0.098,0.2,83.8,28.8,32.0,1020.0,0.0,13.7,8.5,132.7,SE,4.71,8.82,0.04
746945,2024-06-16,2024,BOS,NYY,2024-06-16 19:10:00,19.0,9,3,12,2,19,8,20,317,82.5,2,49,0.0408,0.1,63.1,17.3,64.0,1022.2,0.0,13.0,8.1,168.7,S,7.24,10.51,3.09
746866,2024-06-16,2024,CHC,STL,2024-06-16 12:05:00,12.0,1,2,3,1,13,7,14,297,80.7,2,54,0.037,0.0714,85.5,29.7,52.7,989.9,0.0,30.5,18.9,189.6,S,24.84,29.38,17.31
746546,2024-06-16,2024,COL,PIT,2024-06-16 13:10:00,13.0,2,8,10,0,17,3,24,302,82.9,2,58,0.0345,0.0,87.3,30.7,25.7,838.7,0.0,9.3,5.8,69.7,E,-3.22,-0.04,-6.01
746377,2024-06-16,2024,HOU,DET,2024-06-16 13:10:00,13.0,4,1,5,1,13,6,8,256,83.8,3,45,0.0667,0.125,90.8,32.7,52.7,1007.6,0.2,16.2,10.1,130.0,SE,14.37,16.06,10.94
746130,2024-06-16,2024,LAD,KC,2024-06-16 13:10:00,13.0,3,0,3,3,17,4,8,232,81.8,4,40,0.1,0.375,82.0,27.8,34.0,986.9,0.0,18.6,11.6,227.0,SW,16.96,13.29,18.58
745977,2024-06-16,2024,MIL,CIN,2024-06-16 13:10:00,13.0,5,4,9,3,19,7,16,278,82.0,4,47,0.0851,0.1875,88.0,31.1,49.3,986.6,0.0,21.4,13.3,205.3,SW,-7.21,0.13,-13.68
745891,2024-06-16,2024,MIN,ATH,2024-06-15 13:10:00,13.0,8,7,15,5,15,4,25,277,84.2,7,60,0.1167,0.2,67.3,19.6,83.3,983.1,4.8,14.6,9.1,150.6,SE,-7.14,-2.37,-11.05
745895,2024-06-16,2024,MIN,ATH,2024-06-16 13:10:00,13.0,6,2,8,5,13,8,21,296,81.2,6,55,0.1091,0.2381,89.1,31.7,54.7,972.3,0.1,23.4,14.5,216.0,SW,13.73,19.37,6.44
745807,2024-06-16,2024,NYM,SD,2024-06-16 13:40:00,13.0,11,6,17,3,16,8,24,343,83.2,6,58,0.1034,0.125,72.9,22.7,47.3,1023.1,0.0,16.4,10.2,158.3,S,11.74,14.93,7.13
745242,2024-06-16,2024,SEA,TEX,2024-06-16 13:10:00,13.0,5,0,5,1,21,4,8,266,81.8,6,38,0.1579,0.125,60.2,15.7,52.3,1015.0,0.0,12.4,7.7,338.0,N,-4.86,-8.48,-0.65
745321,2024-06-16,2024,SF,LAA,2024-06-16 13:05:00,13.0,13,6,19,3,13,8,25,311,87.1,7,63,0.1111,0.12,73.8,23.2,28.3,1009.3,0.0,34.3,21.3,285.0,W,33.16,28.12,34.2
744926,2024-06-16,2024,TOR,CLE,2024-06-16 13:37:00,13.0,7,6,13,4,15,6,24,308,80.1,5,57,0.0877,0.1667,69.2,20.7,58.0,1009.7,0.0,16.0,9.9,92.7,E,0.74,6.17,-4.77
744839,2024-06-16,2024,WSH,MIA,2024-06-16 13:35:00,13.0,3,1,4,2,11,3,17,248,82.3,1,54,0.0185,0.1176,87.1,30.6,32.3,1019.2,0.0,6.9,4.3,178.0,S,6.31,6.91,4.95
747108,2024-06-17,2024,ATL,DET,2024-06-17 19:20:00,19.0,2,1,3,1,20,4,12,287,82.9,3,42,0.0714,0.0833,84.4,29.1,51.7,982.5,0.2,11.4,7.1,111.6,E,-7.91,-10.23,-4.65
746868,2024-06-17,2024,CHC,SF,2024-06-17 19:05:00,19.0,6,7,13,5,16,13,19,336,84.6,5,54,0.0926,0.2632,81.3,27.4,64.7,991.6,0.0,24.6,15.3,178.7,S,16.96,22.02,9.86
746543,2024-06-17,2024,COL,LAD,2024-06-17 18:40:00,18.0,5,9,14,3,17,9,20,314,84.2,5,57,0.0877,0.15,77.5,25.3,45.7,828.0,0.0,11.5,7.1,282.2,W,-2.43,-6.13,1.56
746215,2024-06-17,2024,LAA,MIL,2024-06-17 18:38:00,18.0,5,3,8,3,12,7,12,280,83.2,5,48,0.1042,0.25,65.9,18.8,70.3,1000.7,0.0,11.3,7.0,187.4,S,8.97,10.8,6.07
746055,2024-06-17,2024,MIA,STL,2024-06-17 18:40:00,18.0,6,7,13,3,17,7,18,355,82.1,6,69,0.087,0.1667,81.8,27.7,72.7,1014.1,0.0,24.1,15.0,81.3,E,-20.65,-23.68,-15.13
745567,2024-06-17,2024,PHI,SD,2024-06-17 18:40:00,18.0,9,2,11,3,9,4,25,266,83.3,4,59,0.0678,0.12,80.7,27.0,57.0,1019.8,0.0,17.6,11.0,169.3,S,14.76,17.17,10.57
745490,2024-06-17,2024,PIT,CIN,2024-06-17 18:40:00,18.0,4,1,5,0,17,2,15,263,82.0,4,48,0.0833,0.0,82.9,28.3,63.7,991.6,0.0,5.8,3.6,222.9,SW,2.01,3.73,0.04
745005,2024-06-17,2024,TEX,NYM,2024-06-17 19:05:00,19.0,2,14,16,3,17,5,28,324,85.6,6,62,0.0968,0.1071,84.1,29.0,67.0,988.7,0.0,25.5,15.9,146.7,SE,-4.8,4.07,-13.08
744918,2024-06-17,2024,TOR,BOS,2024-06-17 19:07:00,19.0,3,7,10,6,13,7,21,311,83.0,5,57,0.0877,0.2857,75.4,24.1,77.3,1005.6,0.0,10.5,6.5,175.3,S,10.5,10.16,9.57
745650,2024-06-18,2024,ATH,KC,2024-06-18 18:40:00,18.0,7,5,12,2,16,5,18,295,84.4,6,54,0.1111,0.1111,59.0,15.0,68.7,1009.7,0.0,9.8,6.1,215.0,SW,9.68,9.68,8.51
747107,2024-06-18,2024,ATL,DET,2024-06-18 19:20:00,19.0,2,1,3,0,18,2,10,270,80.1,1,44,0.0227,0.0,81.8,27.7,38.3,983.9,0.0,14.7,9.2,111.7,E,-10.27,-13.26,-6.03
746867,2024-06-18,2024,CHC,SF,2024-06-18 19:05:00,19.0,5,2,7,1,18,4,15,254,80.4,2,48,0.0417,0.0667,82.7,28.2,61.7,994.6,0.0,27.5,17.1,193.7,S,23.49,26.96,17.18
746627,2024-06-18,2024,CLE,SEA,2024-06-18 18:40:00,18.0,5,8,13,3,14,10,21,347,82.6,3,61,0.0492,0.1429,76.2,24.5,83.7,996.3,0.2,14.3,8.9,157.0,SE,13.19,14.31,10.48
746542,2024-06-18,2024,COL,LAD,2024-06-18 18:40:00,18.0,9,11,20,6,13,12,20,335,86.1,9,58,0.1552,0.3,68.4,20.2,23.7,843.0,0.0,6.6,4.1,85.1,E,-0.57,1.71,-2.77
746783,2024-06-18,2024,CWS,HOU,2024-06-18 19:10:00,19.0,2,0,2,0,11,6,9,230,84.1,1,47,0.0213,0.0,83.8,28.8,58.3,995.1,0.0,27.0,16.8,194.0,S,-3.99,5.38,-12.87
746217,2024-06-18,2024,LAA,MIL,2024-06-18 18:38:00,18.0,3,6,9,1,18,7,17,312,83.8,4,51,0.0784,0.0588,67.3,19.6,72.7,1002.7,0.0,11.6,7.2,199.7,S,10.48,11.55,8.15
746049,2024-06-18,2024,MIA,STL,2024-06-18 18:10:00,18.0,9,8,17,5,17,3,25,315,83.5,5,69,0.0725,0.2,81.9,27.7,71.7,1013.1,0.0,18.7,11.6,85.3,E,-16.64,-18.55,-12.71
745893,2024-06-18,2024,MIN,TB,2024-06-18 18:40:00,18.0,7,6,13,4,18,4,21,280,84.8,6,56,0.1071,0.1905,73.2,22.9,95.7,975.5,13.8,17.3,10.8,193.4,S,4.0,9.53,-2.01
745733,2024-06-18,2024,NYY,BAL,2024-06-18 19:05:00,19.0,4,2,6,1,11,7,14,293,82.1,2,53,0.0377,0.0714,74.4,23.5,65.3,1023.2,0.0,17.4,10.8,174.0,S,4.94,10.35,-1.06
745563,2024-06-18,2024,PHI,SD,2024-06-18 18:40:00,18.0,4,3,7,2,21,5,17,298,81.3,2,46,0.0435,0.1176,82.3,28.0,49.3,1023.0,0.0,15.3,9.5,183.0,S,14.39,15.27,11.78
745488,2024-06-18,2024,PIT,CIN,2024-06-18 18:40:00,18.0,1,2,3,2,13,3,13,230,85.0,3,49,0.0612,0.1538,81.3,27.4,77.0,994.4,0.0,6.3,3.9,78.7,E,-5.21,-6.09,-3.7
745004,2024-06-18,2024,TEX,NYM,2024-06-18 19:05:00,19.0,6,7,13,4,10,5,19,278,83.8,3,62,0.0484,0.2105,84.4,29.1,61.3,991.1,0.0,23.5,14.6,132.7,SE,-9.87,-1.98,-16.57
744917,2024-06-18,2024,TOR,BOS,2024-06-18 19:07:00,19.0,3,4,7,1,16,4,19,304,83.0,4,57,0.0702,0.0526,75.7,24.3,80.7,1009.7,0.0,15.1,9.4,158.9,S,14.05,15.06,11.35
744843,2024-06-18,2024,WSH,AZ,2024-06-18 18:45:00,18.0,0,5,5,1,12,4,18,249,81.6,3,52,0.0577,0.0556,83.6,28.7,50.3,1021.0,0.0,14.1,8.8,149.3,SE,8.45,11.8,4.08
745646,2024-06-19,2024,ATH,KC,2024-06-19 18:40:00,18.0,5,1,6,1,14,10,16,289,81.7,5,51,0.098,0.0625,55.3,12.9,88.0,1012.0,0.0,16.2,10.1,248.7,W,14.87,11.74,16.2
747106,2024-06-19,2024,ATL,DET,2024-06-19 12:20:00,12.0,7,0,7,3,23,3,20,303,80.8,5,46,0.1087,0.15,84.5,29.2,41.7,987.8,0.0,19.5,12.1,93.0,E,-8.39,-13.91,-1.87
746864,2024-06-19,2024,CHC,SF,2024-06-19 13:20:00,13.0,6,5,11,3,22,10,17,304,79.4,4,45,0.0889,0.1765,90.6,32.5,43.0,1000.3,0.2,22.9,14.2,204.7,SW,21.44,22.87,17.43
746625,2024-06-19,2024,CLE,SEA,2024-06-19 18:40:00,18.0,8,0,8,3,20,5,12,258,85.9,2,42,0.0476,0.25,79.0,26.1,78.3,1000.4,0.0,4.5,2.8,193.5,S,4.41,3.78,4.5
746538,2024-06-19,2024,COL,LAD,2024-06-19 18:40:00,18.0,7,6,13,1,15,6,20,273,86.1,4,56,0.0714,0.05,66.6,19.2,55.0,846.2,0.0,19.3,12.0,158.3,S,17.97,19.33,14.44
746781,2024-06-19,2024,CWS,HOU,2024-06-19 19:10:00,19.0,1,4,5,1,18,3,20,247,83.7,4,54,0.0741,0.05,83.1,28.4,57.3,1001.8,0.0,6.0,3.7,203.9,SW,0.15,2.19,-1.91
746219,2024-06-19,2024,LAA,MIL,2024-06-19 18:38:00,18.0,0,2,2,0,16,7,10,263,82.0,3,46,0.0652,0.0,67.9,19.9,72.0,1004.1,0.0,9.4,5.9,221.0,SW,9.41,9.07,8.62
746050,2024-06-19,2024,MIA,STL,2024-06-19 12:40:00,12.0,4,3,7,3,17,2,18,270,81.0,5,53,0.0943,0.1667,84.9,29.4,65.7,1015.9,0.7,25.5,15.9,83.7,E,-22.37,-25.23,-16.81
745887,2024-06-19,2024,MIN,TB,2024-06-19 18:40:00,18.0,2,3,5,2,14,9,17,354,82.5,2,61,0.0328,0.1176,67.7,19.8,64.0,994.9,0.0,7.5,4.6,26.9,NE,-3.38,-5.45,-0.9
745732,2024-06-19,2024,NYY,BAL,2024-06-19 19:05:00,19.0,6,7,13,2,14,12,20,378,83.1,3,63,0.0476,0.1,73.3,22.9,68.3,1025.6,0.0,15.6,9.7,168.0,S,2.84,7.92,-2.58
745561,2024-06-19,2024,PHI,SD,2024-06-19 13:05:00,13.0,2,5,7,3,16,3,18,290,80.4,3,55,0.0545,0.1667,92.0,33.3,34.0,1025.5,0.0,11.8,7.3,189.3,S,11.49,11.72,9.88
745489,2024-06-19,2024,PIT,CIN,2024-06-19 12:35:00,12.0,1,0,1,1,19,3,5,237,80.2,2,37,0.0541,0.2,88.3,31.3,51.7,998.8,0.1,6.6,4.1,134.0,SE,-6.17,-4.97,-6.63
745002,2024-06-19,2024,TEX,NYM,2024-06-19 19:05:00,19.0,5,3,8,2,22,7,10,282,82.8,2,39,0.0513,0.2,79.4,26.3,66.3,998.2,0.2,6.1,3.8,82.6,E,-5.92,-5.02,-6.11
744920,2024-06-19,2024,TOR,BOS,2024-06-19 19:07:00,19.0,3,7,10,2,14,5,20,275,83.8,5,60,0.0833,0.1,79.7,26.5,79.3,1012.8,0.0,6.6,4.1,250.2,W,2.24,-0.02,4.23
744842,2024-06-19,2024,WSH,AZ,2024-06-19 16:05:00,16.0,3,1,4,1,12,7,10,248,82.9,3,46,0.0652,0.1,87.7,31.0,36.7,1023.4,0.0,14.0,8.7,140.3,SE,6.52,10.35,1.9
745645,2024-06-20,2024,ATH,KC,2024-06-20 12:37:00,12.0,2,3,5,4,18,6,16,266,84.0,4,48,0.0833,0.25,64.3,18.0,62.7,1011.0,0.0,13.7,8.5,237.0,SW,13.43,11.65,13.6
746626,2024-06-20,2024,CLE,SEA,2024-06-20 13:10:00,13.0,6,3,9,4,13,9,14,287,80.5,7,46,0.1522,0.2857,75.1,24.0,85.3,1001.4,0.0,5.8,3.6,6.4,N,-5.76,-5.2,-5.64
746539,2024-06-20,2024,COL,LAD,2024-06-20 13:10:00,13.0,3,5,8,4,16,5,18,296,85.0,7,55,0.1273,0.2222,90.6,32.6,19.0,847.0,0.1,26.6,16.5,181.1,S,26.56,24.79,25.13
746782,2024-06-20,2024,CWS,HOU,2024-06-20 13:10:00,13.0,3,5,8,1,21,10,17,308,80.1,2,48,0.0417,0.0588,73.5,23.1,72.0,1003.7,0.0,19.0,11.8,28.7,NE,-2.04,-8.39,4.55
745889,2024-06-20,2024,MIN,TB,2024-06-20 12:10:00,12.0,6,7,13,5,23,8,21,362,83.0,7,55,0.1273,0.2381,76.0,24.4,55.0,995.6,0.0,6.3,3.9,106.7,E,-6.0,-5.03,-6.26
745734,2024-06-20,2024,NYY,BAL,2024-06-20 16:05:00,16.0,5,17,22,5,12,10,26,338,86.0,6,69,0.087,0.1923,83.6,28.7,54.7,1021.8,0.0,19.9,12.4,163.7,S,2.14,8.79,-4.77
